osebuildingid,buildingtype,primarypropertytype,propertyname,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding_s,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyuse,secondlargestpropertyusetype,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,energystarscore,siteeui_kbtu_sf,siteeuiwn_kbtu_sf,sourceeui_kbtu_sf,sourceeuiwn_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,steamuse_kbtu,electricity_kbtu,naturalgas_kbtu,compliancestatus,totalghgemissions,ghgemissionsintensity,yearsenergystarcertified,geopoint,Electricite_bool,Gaz_bool,Vapeur_bool,certif2016,propertygfatotal_log,propertygfaparking_log,propertygfabuilding_s_log,largestpropertyusetypegfa_log,secondlargestpropertyuse_log,thirdlargestpropertyusetypegfa_log,steamuse_kbtu_log,electricity_kbtu_log,naturalgas_kbtu_log,siteeuiwn_kbtu_sf_log,ghgemissionsintensity_log,adult education,automobile dealership,bank branch,bar/nightclub,college/university,convenience store without gas station,courthouse,data center,distribution center,enclosed mall,energy/power station,fast food restaurant,financial office,fire station,fitness center/health club/gym,food sales,food service,hospital,hotel,k-12 school,laboratory,library,lifestyle center,manufacturing/industrial plant,medical office,movie theater,multifamily housing,museum,non-refrigerated warehouse,office,other,other - education,other - entertainment/public assembly,other - lodging/residential,other - mall,other - public services,other - recreation,other - restaurant/bar,other - services,other - technology/science,other - utility,other/specialty hospital,outpatient rehabilitation/physical therapy,parking,performing arts,personal services,police station,pre-school/daycare,prison/incarceration,refrigerated warehouse,repair services,residence hall/dormitory,residential care facility,restaurant,retail store,self-storage facility,senior care community,single family home,social/meeting hall,strip mall,supermarket/grocery store,swimming pool,urgent care/clinic/other outpatient,vocat,vocational school,wholesale club/supercenter,worship facility,adult education_gfa,automobile dealership_gfa,bank branch_gfa,bar/nightclub_gfa,college/university_gfa,convenience store without gas station_gfa,courthouse_gfa,data center_gfa,distribution center_gfa,enclosed mall_gfa,energy/power station_gfa,fast food restaurant_gfa,financial office_gfa,fire station_gfa,fitness center/health club/gym_gfa,food sales_gfa,food service_gfa,hospital_gfa,hotel_gfa,k-12 school_gfa,laboratory_gfa,library_gfa,lifestyle center_gfa,manufacturing/industrial plant_gfa,medical office_gfa,movie theater_gfa,multifamily housing_gfa,museum_gfa,non-refrigerated warehouse_gfa,office_gfa,other_gfa,other - education_gfa,other - entertainment/public assembly_gfa,other - lodging/residential_gfa,other - mall_gfa,other - public services_gfa,other - recreation_gfa,other - restaurant/bar_gfa,other - services_gfa,other - technology/science_gfa,other - utility_gfa,other/specialty hospital_gfa,outpatient rehabilitation/physical therapy_gfa,parking_gfa,performing arts_gfa,personal services_gfa,police station_gfa,pre-school/daycare_gfa,prison/incarceration_gfa,refrigerated warehouse_gfa,repair services_gfa,residence hall/dormitory_gfa,residential care facility_gfa,restaurant_gfa,retail store_gfa,self-storage facility_gfa,senior care community_gfa,single family home_gfa,social/meeting hall_gfa,strip mall_gfa,supermarket/grocery store_gfa,swimming pool_gfa,urgent care/clinic/other outpatient_gfa,vocat_gfa,vocational school_gfa,wholesale club/supercenter_gfa,worship facility_gfa,nombre_utilisation_differente
26423,Multifamily LR (1-4),Low-Rise Multifamily,Fremont Place,NORTHWEST,47.66238,-122.35436000000001,1983,1.0,4,25721,0,25721,"Multifamily Housing, Parking",multifamily housing,24451.0,1284.0,parking,,,21.0,38.79999924,40.70000076,121.8000031,127.8000031,948676.5,995226.625,0.0,948676.0,0.0,Compliant,6.61,0.26,nan,POINT(-122.35436 47.66238),True,False,False,False,10.155063057844572,-inf,10.155063057844572,10.104426393862145,7.157735484249907,,-inf,13.76282260728507,-inf,3.7062281111217676,-1.3470736479666092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24451,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26425,Multifamily LR (1-4),Low-Rise Multifamily,Woodland Crest Condominiums,NORTHWEST,47.672129999999996,-122.35463,1985,1.0,3,27432,0,27432,"Multifamily Housing, Parking",multifamily housing,28026.0,8330.0,parking,,,87.0,28.20000076,30.29999924,88.59999847,95.09999847,791052.875,849073.8125,0.0,791053.0,0.0,Compliant,5.51,0.2,nan,POINT(-122.35463 47.67213),True,False,False,False,10.219465494142757,-inf,10.219465494142757,10.240887929730164,9.027618735160889,,-inf,13.581120248297804,-inf,3.411147687432815,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28026,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8330.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26429,Multifamily MR (5-9),Senior Care Community,Norse Home,NORTHWEST,47.667559999999995,-122.35484,1955,1.0,7,95599,0,95599,Senior Care Community,senior care community,91900.0,,,,,44.0,88.5,96.59999847,147.8000031,156.1999969,8136665.5,8877094.0,0.0,2409635.0,5727030.0,Compliant,320.96,3.36,nan,POINT(-122.35484 47.66756),True,True,False,False,11.467917638733738,-inf,11.467917638733738,11.428456308343778,,,-inf,14.694985841714624,15.560707629706958,4.570578725379963,1.2119409739751128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26434,Multifamily LR (1-4),Low-Rise Multifamily,30 Unit Apt,NORTHWEST,47.67074,-122.35491,1930,1.0,3,32810,5634,27176,"Multifamily Housing, Parking",multifamily housing,27176.0,5634.0,parking,,,70.0,72.5,81.0,93.40000153,102.4000015,1969746.25,2202585.0,0.0,225280.0,1744466.0,Compliant,94.22,2.87,nan,POINT(-122.35491 47.67074),True,True,False,False,10.398488625955148,8.636574948436317,10.21008950984042,10.21008950984042,8.636574948436317,,-inf,12.325099351951815,14.371959049593872,4.394449154672439,1.0543120297715298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27176,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5634.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26460,NonResidential,Warehouse,Mariner Square LLC,LAKE UNION,47.64748,-122.33435,1979,1.0,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",non-refrigerated warehouse,41275.0,29399.0,office,retail store,6278.0,38.0,52.09999847,54.79999924,152.5,156.8999939,4103800.75,4311327.5,0.0,3680806.0,422994.0,Compliant,48.13,0.61,nan,POINT(-122.33435 47.64748),True,True,False,False,11.273601717426981,-inf,11.273601717426981,10.628012268788328,10.288715939142856,8.744806737401898,-inf,15.118642307902485,12.955113273530653,4.003690180085356,-0.4942963218147801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,41275,29399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6278.0,0,0,0,0,0,0,0,0,0,0,0,0,4
26465,NonResidential,K-12 School,St. Benedict School,LAKE UNION,47.66389,-122.33691999999999,1910,1.0,2,33300,0,33300,K-12 School,k-12 school,30740.0,,,,,92.0,51.90000153,61.90000153,77.30000305,87.90000153,1594733.625,1903636.375,0.0,335907.0,1258827.0,Compliant,69.2,2.08,nan,POINT(-122.33692 47.66389),True,True,False,False,10.413312675968536,-inf,10.413312675968536,10.333320017092587,,,-inf,12.72458961491882,14.045690892941408,4.125520204407836,0.7323678937132266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26473,NonResidential,Supermarket / Grocery Store,70500869 -- Wallingford,LAKE UNION,47.66185,-122.33594,1957,1.0,1,28808,0,28808,Supermarket/Grocery Store,supermarket/grocery store,31174.0,,,,,29.0,296.2000122,303.2000122,694.0,697.5,9232576.0,9450746.0,0.0,5713530.0,3519045.0,Compliant,226.73,7.87,nan,POINT(-122.33594 47.66185),True,True,False,False,10.268408405328712,-inf,10.268408405328712,10.347339693048996,,,-inf,15.558347604277095,15.073700203945744,5.714392694005682,2.063058062429312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26479,Multifamily LR (1-4),Low-Rise Multifamily,Lake Union House,LAKE UNION,47.64955,-122.34545,1978,1.0,4,23101,0,23101,Multifamily Housing,multifamily housing,23101.0,,,,,65.0,28.0,29.79999924,88.09999847,93.40000153,647906.1875,687486.0,0.0,647906.0,0.0,Compliant,4.52,0.2,nan,POINT(-122.34545 47.64955),True,False,False,False,10.047631185616188,-inf,10.047631185616188,10.047631185616188,,,-inf,13.381500903083547,-inf,3.394508368008003,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26482,Multifamily LR (1-4),Low-Rise Multifamily,Quarterdeck,MAGNOLIA / QUEEN ANNE,47.6536,-122.39001999999999,1974,1.0,4,81821,0,81821,Multifamily Housing,multifamily housing,68149.0,,,,,30.0,35.29999924,37.59999847,110.8000031,118.09999850000001,2404045.25,2563977.75,0.0,2404045.0,0.0,Compliant,16.76,0.2,nan,POINT(-122.39002 47.6536),True,False,False,False,11.312289213359325,-inf,11.312289213359325,11.129451763502715,,,-inf,14.692663293264037,-inf,3.6270040097043585,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26504,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne High School Condomominiums,MAGNOLIA / QUEEN ANNE,47.63198,-122.35193000000001,1908,1.0,3,135608,0,135608,"Multifamily Housing, Parking",multifamily housing,167409.0,26234.0,parking,,,83.0,30.39999962,33.09999847,79.09999847,86.90000153,5088349.5,5537844.5,0.0,3781534.0,1306815.0,Compliant,95.77,0.71,nan,POINT(-122.35193 47.63198),True,True,False,False,11.817523649798321,-inf,11.817523649798321,12.02819519903317,10.17481155837509,,-inf,15.145640305378883,14.083103437063745,3.499533236159451,-0.342490308946776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,167409,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26234.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26506,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne Ocean View,MAGNOLIA / QUEEN ANNE,47.64005,-122.37331,1990,1.0,4,41126,0,41126,Multifamily Housing,multifamily housing,41126.0,,,,,26.0,50.5,55.0,109.8000031,117.40000149999999,2077613.25,2260147.0,0.0,1117423.0,960190.0,Compliant,58.79,1.43,nan,POINT(-122.37331 47.64005),True,True,False,False,10.624395803881464,-inf,10.624395803881464,10.624395803881464,,,-inf,13.926535699292753,13.774886460527766,4.007333185232471,0.3576744442718159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26509,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne 20,MAGNOLIA / QUEEN ANNE,47.63876,-122.37342,1977,1.0,4,29088,0,29088,"Multifamily Housing, Parking",multifamily housing,24288.0,4860.0,parking,,,92.0,23.5,25.20000076,73.90000153,79.19999695,571520.8125,612345.5,0.0,571521.0,0.0,Compliant,3.98,0.14,nan,POINT(-122.37342 47.63876),True,False,False,False,10.278080996977206,-inf,10.278080996977206,10.097737680195356,8.48879371689454,,-inf,13.256056506948731,-inf,3.226844024676107,-1.9661128563728327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24288,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26514,Multifamily LR (1-4),Low-Rise Multifamily,Walmor Apartments,NORTHEAST,47.667359999999995,-122.31231000000001,1965,1.0,4,30034,1874,28160,Multifamily Housing,multifamily housing,28160.0,,,,,95.0,23.79999924,25.5,74.69999695,80.19999695,669719.0,718817.375,0.0,669719.0,0.0,Compliant,4.67,0.16,nan,POINT(-122.31231 47.66736),True,False,False,False,10.310085352240225,7.535830462798367,10.245657810271979,10.245657810271979,,,-inf,13.414613500408043,-inf,3.2386784521643803,-1.8325814637483102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26519,Multifamily MR (5-9),Mid-Rise Multifamily,University Heights,NORTHEAST,47.66666,-122.31273999999999,1975,1.0,6,30481,8076,22405,"Multifamily Housing, Parking, Retail Store",multifamily housing,17256.0,5318.0,parking,retail store,5149.0,,26.5,29.20000076,83.09999847,91.59999847,592739.3125,653307.5,0.0,592739.0,0.0,Compliant,4.13,0.14,nan,POINT(-122.31274 47.66666),True,False,False,False,10.32485881766135,8.996651979432729,10.017039427220244,9.755915188068993,8.578852571802965,8.546557800046141,-inf,13.292509446184813,-inf,3.374168735301633,-1.9661128563728327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17256,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5318.0,0,0,0,0,0,0,0,0,0,0,5149.0,0,0,0,0,0,0,0,0,0,0,0,0,3
26520,Multifamily MR (5-9),Mid-Rise Multifamily,Adria Apartments,NORTHEAST,47.66725,-122.31273,1981,1.0,5,20280,0,20280,"Multifamily Housing, Retail Store",multifamily housing,15524.0,4756.0,retail store,,,,28.5,30.29999924,89.40000153,95.09999847,577328.6875,614055.5,0.0,577329.0,0.0,Compliant,4.02,0.2,nan,POINT(-122.31273 47.66725),True,False,False,False,9.91739045770512,-inf,9.91739045770512,9.650142492488797,8.467162257810672,,-inf,13.266167573634567,-inf,3.411147687432815,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15524,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4756.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26523,Multifamily LR (1-4),Low-Rise Multifamily,Renaissance Building,NORTHEAST,47.66816,-122.31341,1997,1.0,4,43644,10463,33181,"Multifamily Housing, Retail Store",multifamily housing,28289.0,5000.0,retail store,,,88.0,32.09999847,33.0,73.59999847,76.40000153,1069459.125,1099143.875,0.0,635778.0,433681.0,Compliant,27.47,0.63,nan,POINT(-122.31341 47.66816),True,True,False,False,10.68382109477499,9.255600503381046,10.409732701928009,10.250228315491283,8.517193191416238,,-inf,13.362604724784049,12.98006451977919,3.4965075614664802,-0.4620354595965587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28289,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26524,Multifamily MR (5-9),Mid-Rise Multifamily,University Plaza Apartments,NORTHEAST,47.667390000000005,-122.31331000000002,1998,1.0,5,37002,0,37002,Multifamily Housing,multifamily housing,37000.0,,,,,98.0,20.0,20.0,62.90000153,62.90000153,740790.5,740790.5,0.0,740791.0,0.0,Compliant,5.16,0.14,nan,POINT(-122.31331 47.66739),True,False,False,False,10.518727244219548,-inf,10.518727244219548,10.51867319162636,,,-inf,13.515473813212228,-inf,2.995732273553991,-1.9661128563728327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26528,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,NORTHEAST,47.66345,-122.3134,1957,1.0,1,27966,7004,20962,"Office, Parking",office,20962.0,7004.0,parking,,,58.0,52.5,56.40000153,164.8000031,177.0,1100499.75,1181649.25,0.0,1100500.0,0.0,Compliant,7.67,0.27,nan,POINT(-122.3134 47.66345),True,False,False,False,10.238744765600796,8.854236693405742,9.950466553730122,9.950466553730122,8.854236693405742,,-inf,13.911275179948653,-inf,4.032469185631673,-1.3093333199837622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,20962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7004.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26529,NonResidential,Supermarket / Grocery Store,Safeway 3091 - Brooklyn Ave,NORTHEAST,47.66429,-122.31388999999999,1950,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",supermarket/grocery store,25828.0,0.0,parking,,,37.0,293.7999878,301.89999389999997,741.4000244,745.4000244,7588060.5,7798479.5,0.0,5349470.0,2238590.0,Compliant,156.18,5.96,nan,POINT(-122.31389 47.66429),True,True,False,False,10.17450656409137,-inf,10.17450656409137,10.159214453746358,-inf,,-inf,15.492508048544325,14.62135676134969,5.710095816507427,1.7850704810772584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,25828,0,0,0,0,0,0,2
45927,NonResidential,Laboratory,Reasearch and Training Building,EAST,47.60427,-122.32311000000001,2000,1.0,8,178000,0,178000,Laboratory,laboratory,181930.0,,,,,,292.2000122,302.7000122,587.2000122000001,594.4000244,53166156.0,55068016.0,31030194.0,22135959.0,0.0,Compliant,2549.47,14.32,nan,POINT(-122.32311 47.60427),True,False,True,False,12.089538829274222,-inf,12.089538829274222,12.111377276690849,,,17.2504712884192,16.9127139482607,-inf,5.7127422563316035,2.6616571615324998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26530,Multifamily LR (1-4),Low-Rise Multifamily,COSTAS/APTS/U SEAFOOD,NORTHEAST,47.66295,-122.3134,1919,1.0,4,20600,0,20600,"Multifamily Housing, Retail Store",multifamily housing,16480.0,4120.0,retail store,,,,71.59999847,73.0,114.59999850000001,116.0,1475475.5,1504697.25,0.0,387795.0,1087681.0,Compliant,60.47,2.94,nan,POINT(-122.3134 47.66295),True,True,False,False,9.933046354777673,-inf,9.933046354777673,9.709902803463462,8.323608442343572,,-inf,12.86823212846363,13.89955846487752,4.290459441148391,1.0784095813505903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16480,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4120.0,0,0,0,0,0,0,0,0,0,0,0,0,2
26535,NonResidential,Mixed Use Property,2967-University District,NORTHEAST,47.6616,-122.31393,1976,1.0,2,34948,15755,19193,"Bank Branch, Parking",bank branch,19183.0,19183.0,parking,,,17.0,60.5,63.79999924,189.8000031,200.1999969,1159807.125,1223177.375,0.0,1159807.0,0.0,Compliant,8.09,0.23,nan,POINT(-122.31393 47.6616),True,False,False,False,10.461616521417985,9.664913054191375,9.862300908205878,9.861779749136337,9.861779749136337,,-inf,13.963764169929629,-inf,4.155753178438518,-1.4696759700589417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19183,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19183.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
